,起点城市,起点城市所属地级市,起点城市所属省份,起点机场,终点城市,终点城市所属地级市,终点城市所属省份,终点机场,航空公司,航班,机型,出发时间,到达时间,准点率,班次_周一,班次_周二,班次_周三,班次_周四,班次_周五,班次_周六,班次_周日
408,杭州,杭州市,浙江省,杭州萧山国际机场T3,北京,,北京市,北京首都国际机场T2,南方航空,CZ6164,空中客车A321（中型）,22:20,0:40,-,1,1,1,1,1,1,1
409,杭州,杭州市,浙江省,杭州萧山国际机场T3,北京,,北京市,北京首都国际机场T2,厦门航空,MF1906,,22:20,0:40,-,1,1,1,1,1,1,1
410,杭州,杭州市,浙江省,杭州萧山国际机场T3,北京,,北京市,北京首都国际机场T2,东方航空,MU3073,波音737-300（中型）,22:20,0:40,-,1,1,1,1,1,1,1
411,杭州,杭州市,浙江省,杭州萧山国际机场T3,北京,,北京市,北京首都国际机场T1,海南航空,HU7178,波音787-9（大型）,22:40,0:55,80%,1,1,0,1,1,1,0
412,西双版纳,西双版纳傣族自治州,云南省,西双版纳嘎洒国际机场,南京,南京市,江苏省,南京禄口国际机场T2,东方航空,MU5791,波音737（中型）,7:40,17:10,83%,1,1,1,1,1,1,1
413,临沂,临沂市,山东省,临沂沭埠岭机场,珠海,珠海市,广东省,珠海金湾机场,江西航空,RY8904,波音737-800（中型）,15:30,19:50,98%,1,0,1,0,1,0,1
414,北海,北海市,广西壮族自治区,北海福成机场,宁波,宁波市,浙江省,宁波栎社国际机场,青岛航空,QW9856,空中客车A320-212（中型）,13:00,15:40,91%,1,0,1,1,1,0,1
415,北海,北海市,广西壮族自治区,北海福成机场,宁波,宁波市,浙江省,宁波栎社国际机场,四川航空,3U8102,空中客车A321（中型）,16:30,19:05,97%,1,1,1,0,0,0,1
416,重庆,,重庆市,重庆江北国际机场T2A,巴彦淖尔,巴彦淖尔市,内蒙古自治区,巴彦淖尔天吉泰机场,华夏航空,G52929,庞巴迪宇航CRJ900（小型）,18:00,20:15,91%,1,0,1,0,1,0,1
417,重庆,,重庆市,重庆江北国际机场T3,巴彦淖尔,巴彦淖尔市,内蒙古自治区,巴彦淖尔天吉泰机场,山东航空,SC2635,,18:00,20:15,91%,1,0,1,0,1,0,1
418,鄂尔多斯,鄂尔多斯市,内蒙古自治区,鄂尔多斯伊金霍洛机场,三亚,三亚市,海南省,三亚凤凰国际机场T1,南方航空,CZ6430,波音737（中型）,18:15,23:55,86%,0,1,0,1,0,1,0
419,广州,广州市,广东省,广州白云国际机场T1,广元,广元市,四川省,广元盘龙机场,中国国航,CA4583,波音737-700（中型）,7:35,10:10,100%,1,0,1,0,1,0,1
420,广州,广州市,广东省,广州白云国际机场T1,广元,广元市,四川省,广元盘龙机场,深圳航空,ZH4583,波音737-700（中型）,7:35,10:10,100%,0,0,0,0,1,0,1
421,威海,威海市,山东省,威海大水泊机场,西安,西安市,陕西省,西安咸阳国际机场T3,长龙航空,GJ8834,空中客车A320（中型）,21:30,0:10,97%,1,1,1,1,1,1,1
422,吐鲁番,吐鲁番地区,新疆维吾尔自治区,吐鲁番交河机场,伊宁市,伊犁哈萨克自治州,新疆维吾尔自治区,伊宁市伊宁机场,中国国航,CA5859,,18:35,20:10,97%,0,1,0,1,0,1,0
423,吐鲁番,吐鲁番地区,新疆维吾尔自治区,吐鲁番交河机场,伊宁市,伊犁哈萨克自治州,新疆维吾尔自治区,伊宁市伊宁机场,华夏航空,G54361,庞巴迪宇航CRJ900（小型）,18:35,20:10,97%,0,1,0,1,0,1,0
424,吐鲁番,吐鲁番地区,新疆维吾尔自治区,吐鲁番交河机场,伊宁市,伊犁哈萨克自治州,新疆维吾尔自治区,伊宁市伊宁机场,山东航空,SC2767,庞巴迪宇航CRJ900（中型）,18:35,20:10,97%,0,1,0,1,0,1,0
425,济南,济南市,山东省,济南遥墙国际机场,怀化,怀化市,湖南省,怀化芷江机场,北部湾航空,GX8990,巴西航空工业公司190（中型）,17:50,20:20,93%,0,1,0,1,0,1,0
426,济南,济南市,山东省,济南遥墙国际机场,怀化,怀化市,湖南省,怀化芷江机场,海南航空,HU1990,巴西航空工业公司190（中型）,17:50,20:20,93%,0,1,0,1,0,1,0
427,日喀则,日喀则市,西藏自治区,日喀则和平机场,成都,成都市,四川省,成都双流国际机场T2,中国国航,CA3938,空中客车A319（中型）,10:30,12:40,89%,0,1,0,1,0,1,0
428,日喀则,日喀则市,西藏自治区,日喀则和平机场,成都,成都市,四川省,成都双流国际机场T2,西藏航空,TV9844,空中客车A319（中型）,10:30,12:40,89%,0,1,0,1,0,1,0
429,日喀则,日喀则市,西藏自治区,日喀则和平机场,成都,成都市,四川省,成都双流国际机场T2,深圳航空,ZH3944,空中客车A319（中型）,10:30,12:40,89%,0,1,0,1,0,1,0
430,日喀则,日喀则市,西藏自治区,日喀则和平机场,成都,成都市,四川省,成都双流国际机场T2,西藏航空,TV9844,空中客车A319（中型）,10:55,13:10,89%,1,0,1,0,1,0,1
431,乌鲁木齐,乌鲁木齐市,新疆维吾尔自治区,乌鲁木齐地窝堡国际机场T1,温州,温州市,浙江省,温州龙湾国际机场T2,天津航空,GS2553,,7:50,14:50,89%,0,1,0,1,0,1,0
432,乌鲁木齐,乌鲁木齐市,新疆维吾尔自治区,乌鲁木齐地窝堡国际机场T2,温州,温州市,浙江省,温州龙湾国际机场T2,乌鲁木齐航空,UQ2553,波音737-800（中型）,7:50,14:50,89%,0,1,0,1,0,1,0
433,乌鲁木齐,乌鲁木齐市,新疆维吾尔自治区,乌鲁木齐地窝堡国际机场T2,温州,温州市,浙江省,温州龙湾国际机场T2,乌鲁木齐航空,UQ3521,波音737-800（中型）,7:50,14:50,97%,1,0,1,0,1,0,1
434,乌鲁木齐,乌鲁木齐市,新疆维吾尔自治区,乌鲁木齐地窝堡国际机场T2,温州,温州市,浙江省,温州龙湾国际机场T2,海南航空,HU7823,波音737-800（中型）,8:40,15:30,97%,1,1,1,1,1,1,1
435,乌鲁木齐,乌鲁木齐市,新疆维吾尔自治区,乌鲁木齐地窝堡国际机场T3,温州,温州市,浙江省,温州龙湾国际机场T2,南方航空,CZ6955,波音737-200（中型）,9:10,16:00,97%,1,1,1,1,1,1,1
436,西双版纳,西双版纳傣族自治州,云南省,西双版纳嘎洒国际机场,重庆,,重庆市,重庆江北国际机场T3,南方航空,CZ6176,波音737-400（中型）,13:40,15:35,97%,1,1,1,1,1,1,1
437,西双版纳,西双版纳傣族自治州,云南省,西双版纳嘎洒国际机场,重庆,,重庆市,重庆江北国际机场T3,厦门航空,MF1914,,13:40,15:35,98%,1,1,1,1,1,1,1
438,西双版纳,西双版纳傣族自治州,云南省,西双版纳嘎洒国际机场,重庆,,重庆市,重庆江北国际机场T3,南方航空,CZ8174,空中客车A320（中型）,17:00,19:00,98%,1,1,1,1,1,0,1
439,西双版纳,西双版纳傣族自治州,云南省,西双版纳嘎洒国际机场,重庆,,重庆市,重庆江北国际机场T3,重庆航空,OQ2374,,17:00,19:00,98%,1,1,1,1,1,0,1
440,西双版纳,西双版纳傣族自治州,云南省,西双版纳嘎洒国际机场,重庆,,重庆市,重庆江北国际机场T3,南方航空,CZ8174,空中客车A320（中型）,17:05,19:05,98%,0,0,0,0,0,1,0
441,西双版纳,西双版纳傣族自治州,云南省,西双版纳嘎洒国际机场,重庆,,重庆市,重庆江北国际机场T3,重庆航空,OQ2374,,17:05,19:05,98%,0,0,0,0,0,1,0
442,西双版纳,西双版纳傣族自治州,云南省,西双版纳嘎洒国际机场,重庆,,重庆市,重庆江北国际机场T2A,四川航空,3U8750,空中客车A320（中型）,17:45,19:35,100%,0,1,0,1,0,1,0
443,西双版纳,西双版纳傣族自治州,云南省,西双版纳嘎洒国际机场,重庆,,重庆市,重庆江北国际机场T3,南方航空,CZ9880,,17:45,19:35,100%,0,1,0,1,0,1,0
444,西双版纳,西双版纳傣族自治州,云南省,西双版纳嘎洒国际机场,重庆,,重庆市,重庆江北国际机场T2A,华夏航空,G56920,空中客车A320（中型）,17:45,19:35,100%,0,1,0,1,0,1,0
445,西双版纳,西双版纳傣族自治州,云南省,西双版纳嘎洒国际机场,重庆,,重庆市,重庆江北国际机场T2B,西部航空,PN6394,空中客车A320（中型）,21:50,1:30,95%,1,1,1,1,1,1,1
446,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T2,烟台,烟台市,山东省,烟台蓬莱国际机场,南方航空,CZ6731,波音737-800（中型）,9:40,15:00,98%,1,1,1,1,1,1,1
447,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T2,烟台,烟台市,山东省,烟台蓬莱国际机场,中国国航,CA4876,波音737-800（中型）,16:55,21:45,98%,1,1,1,1,1,1,1
448,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T1,烟台,烟台市,山东省,烟台蓬莱国际机场,华夏航空,G56160,波音737-800（中型）,16:55,21:45,98%,1,1,1,1,1,1,1
449,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T2,烟台,烟台市,山东省,烟台蓬莱国际机场,山东航空,SC4876,波音737-800（中型）,16:55,21:45,98%,1,1,1,1,1,1,1
450,昆明,昆明市,云南省,昆明长水国际机场,兰州,兰州市,甘肃省,兰州中川机场T2,四川航空,3U8513,空中客车A320（中型）,6:20,11:10,100%,0,0,0,1,1,1,0
451,昆明,昆明市,云南省,昆明长水国际机场,兰州,兰州市,甘肃省,兰州中川机场T2,南方航空,CZ9947,,6:20,11:10,100%,0,0,0,1,1,1,0
452,昆明,昆明市,云南省,昆明长水国际机场,兰州,兰州市,甘肃省,兰州中川机场T2,华夏航空,G56580,空中客车A320（中型）,6:20,11:10,100%,0,0,0,1,1,1,0
453,昆明,昆明市,云南省,昆明长水国际机场,兰州,兰州市,甘肃省,兰州中川机场T2,东方航空,MU6806,,6:20,11:10,100%,0,0,0,1,1,1,0
454,昆明,昆明市,云南省,昆明长水国际机场,兰州,兰州市,甘肃省,兰州中川机场T2,四川航空,3U8513,空中客车A320（中型）,6:40,11:10,100%,1,0,0,0,0,0,0
455,昆明,昆明市,云南省,昆明长水国际机场,兰州,兰州市,甘肃省,兰州中川机场T2,南方航空,CZ9947,,6:40,11:10,100%,1,0,0,0,0,0,0
456,昆明,昆明市,云南省,昆明长水国际机场,兰州,兰州市,甘肃省,兰州中川机场T2,华夏航空,G56580,空中客车A320（中型）,6:40,11:10,100%,1,0,0,0,0,0,0
457,昆明,昆明市,云南省,昆明长水国际机场,兰州,兰州市,甘肃省,兰州中川机场T2,东方航空,MU6806,,6:40,11:10,100%,1,0,0,0,0,0,0
458,昆明,昆明市,云南省,昆明长水国际机场,兰州,兰州市,甘肃省,兰州中川机场T2,东方航空,MU5094,空中客车A320（中型）,6:50,9:25,89%,0,0,1,0,0,0,0
459,昆明,昆明市,云南省,昆明长水国际机场,兰州,兰州市,甘肃省,兰州中川机场T2,瑞丽航空,DR6563,波音737-800（中型）,6:55,9:15,100%,1,1,1,1,1,1,1
460,昆明,昆明市,云南省,昆明长水国际机场,兰州,兰州市,甘肃省,兰州中川机场T2,东方航空,MU5094,空中客车A320（中型）,9:10,11:20,89%,1,0,0,0,1,0,1
461,昆明,昆明市,云南省,昆明长水国际机场,兰州,兰州市,甘肃省,兰州中川机场T2,东方航空,MU2250,空中客车A320（中型）,10:45,13:10,97%,1,1,1,1,1,1,1
462,昆明,昆明市,云南省,昆明长水国际机场,兰州,兰州市,甘肃省,兰州中川机场T1,祥鹏航空,8L9991,波音737-600（中型）,10:55,13:30,95%,1,1,1,1,1,1,0
463,昆明,昆明市,云南省,昆明长水国际机场,兰州,兰州市,甘肃省,兰州中川机场T1,祥鹏航空,8L9991,波音737-600（中型）,11:10,13:30,95%,0,0,0,0,0,0,1
464,昆明,昆明市,云南省,昆明长水国际机场,兰州,兰州市,甘肃省,兰州中川机场T1,祥鹏航空,8L9997,波音737-800（中型）,20:15,22:25,98%,0,0,0,1,0,0,0
465,朝阳,朝阳市,辽宁省,朝阳机场,北京,,北京市,北京首都国际机场T3,中国国航,CA1286,波音737-700（中型）,12:35,13:50,100%,1,1,1,1,1,1,1
466,朝阳,朝阳市,辽宁省,朝阳机场,北京,,北京市,北京首都国际机场T3,深圳航空,ZH1286,波音737（中型）,12:35,13:50,100%,1,1,1,1,1,1,1
467,济南,济南市,山东省,济南遥墙国际机场,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,西部航空,PN6367,空中客车A320（中型）,9:30,12:50,91%,1,0,1,1,1,1,1
468,济南,济南市,山东省,济南遥墙国际机场,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,四川航空,3U1630,空中客车A320（中型）,11:00,16:10,84%,1,1,1,1,1,1,1
469,济南,济南市,山东省,济南遥墙国际机场,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,成都航空,EU2304,空中客车A320（中型）,11:00,16:10,84%,1,1,1,1,1,1,1
470,济南,济南市,山东省,济南遥墙国际机场,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,北部湾航空,GX8830,空中客车A320（中型）,11:05,14:35,93%,1,0,1,0,1,0,1
471,济南,济南市,山东省,济南遥墙国际机场,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,海南航空,HU1830,空中客车A320（中型）,11:05,14:35,93%,1,0,1,0,1,0,1
472,济南,济南市,山东省,济南遥墙国际机场,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,中国国航,CA4915,波音737-800（中型）,11:50,14:55,86%,1,1,1,1,1,1,1
473,济南,济南市,山东省,济南遥墙国际机场,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,华夏航空,G56223,波音737-800（中型）,11:50,14:55,86%,1,1,1,1,1,1,1
474,济南,济南市,山东省,济南遥墙国际机场,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,山东航空,SC4915,波音737-800（中型）,11:50,14:55,86%,1,1,1,1,1,1,1
475,济南,济南市,山东省,济南遥墙国际机场,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,深圳航空,ZH3077,,11:50,14:55,86%,1,1,1,1,1,1,1
476,济南,济南市,山东省,济南遥墙国际机场,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,北部湾航空,GX8902,空中客车A320（中型）,12:35,17:35,93%,0,1,0,1,0,1,0
477,台州,台州市,浙江省,台州路桥机场,广州,广州市,广东省,广州白云国际机场T1,东方航空,MU2476,波音737-900ER（中型）,13:25,15:45,98%,1,1,1,1,1,1,1
478,台州,台州市,浙江省,台州路桥机场,广州,广州市,广东省,广州白云国际机场T1,中国国航,CA3894,空中客车A320（中型）,18:00,20:30,97%,1,0,1,0,1,0,1
479,台州,台州市,浙江省,台州路桥机场,广州,广州市,广东省,广州白云国际机场T1,昆明航空,KY9968,空中客车A320（中型）,18:00,20:30,97%,1,0,1,0,1,0,1
480,台州,台州市,浙江省,台州路桥机场,广州,广州市,广东省,广州白云国际机场T1,深圳航空,ZH9968,空中客车A320（中型）,18:00,20:30,97%,1,0,1,0,1,0,1
481,台州,台州市,浙江省,台州路桥机场,广州,广州市,广东省,广州白云国际机场T1,中国国航,CA3894,空中客车A320（中型）,18:50,21:20,97%,0,1,0,1,0,1,0
482,台州,台州市,浙江省,台州路桥机场,广州,广州市,广东省,广州白云国际机场T1,昆明航空,KY9968,空中客车A320（中型）,18:50,21:20,97%,0,1,0,1,0,1,0
483,台州,台州市,浙江省,台州路桥机场,广州,广州市,广东省,广州白云国际机场T1,深圳航空,ZH9968,空中客车A320（中型）,18:50,21:20,97%,0,1,0,1,0,1,0
484,台州,台州市,浙江省,台州路桥机场,广州,广州市,广东省,广州白云国际机场T1,中国国航,CA3896,空中客车320（中型）,23:00,1:30,97%,0,1,0,1,0,1,0
485,台州,台州市,浙江省,台州路桥机场,广州,广州市,广东省,广州白云国际机场T1,昆明航空,KY9970,空中客车320（中型）,23:00,1:30,97%,0,1,0,1,0,1,0
486,台州,台州市,浙江省,台州路桥机场,广州,广州市,广东省,广州白云国际机场T1,深圳航空,ZH9970,波音737-800（中型）,23:00,1:30,97%,0,1,0,1,0,1,0
487,遵义,遵义市,贵州省,遵义新舟机场,银川,银川市,宁夏回族自治区,银川河东机场,北部湾航空,GX8995,巴西航空工业公司190（中型）,9:50,12:10,95%,0,1,0,1,0,1,0
488,遵义,遵义市,贵州省,遵义新舟机场,银川,银川市,宁夏回族自治区,银川河东机场,海南航空,HU1995,巴西航空工业公司190（中型）,9:50,12:10,95%,0,1,0,1,0,1,0
489,深圳,深圳市,广东省,深圳宝安国际机场T3,南阳,南阳市,河南省,南阳姜营机场,南方航空,CZ3920,空中客车A321（中型）,6:50,8:55,84%,1,0,1,1,1,1,1
490,深圳,深圳市,广东省,深圳宝安国际机场T3,南阳,南阳市,河南省,南阳姜营机场,厦门航空,MF1773,,6:50,8:55,84%,1,0,1,1,1,1,1
491,陇南,陇南市,甘肃省,陇南成县机场,重庆,,重庆市,重庆江北国际机场T2A,华夏航空,G52784,庞巴迪宇航CRJ900（小型）,13:00,14:15,98%,1,0,1,0,1,0,1
492,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T2,南方航空,CZ6321,空中客车A320（中型）,7:50,11:35,98%,1,1,1,1,1,1,1
493,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T2,厦门航空,MF4051,空中客车320（中型）,7:50,11:35,98%,1,1,1,1,1,1,1
494,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T2,南方航空,CZ6199,空中客车A320（中型）,11:20,15:10,97%,1,0,1,0,1,0,1
495,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T2,厦门航空,MF1935,,11:20,15:10,97%,1,0,1,0,1,0,1
496,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T1,海南航空,HU7572,波音737-800（中型）,11:50,16:50,91%,1,1,1,1,1,1,1
497,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T2,南方航空,CZ3603,空中客车A321（中型）,12:40,16:30,95%,1,1,1,1,1,1,1
498,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T2,厦门航空,MF1477,,12:40,16:30,95%,1,1,1,1,1,1,1
499,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T2,南方航空,CZ3607,空中客车A320（中型）,14:30,18:15,91%,1,1,1,1,1,1,1
500,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T2,厦门航空,MF1481,,14:30,18:15,91%,1,1,1,1,1,1,1
501,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T1,中国国航,CA3784,波音737-800（中型）,16:30,22:25,97%,1,1,1,1,1,1,1
502,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T1,吉祥航空,HO3816,,16:30,22:25,97%,1,1,1,1,1,1,1
503,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T1,昆明航空,KY9684,空中客车A320（中型）,16:30,22:25,97%,1,1,1,1,1,1,1
504,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T1,深圳航空,ZH9684,波音737-800（中型）,16:30,22:25,97%,1,1,1,1,1,1,1
505,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T2,南方航空,CZ6539,空中客车A320（中型）,17:05,22:30,91%,1,1,1,1,1,1,1
506,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T2,厦门航空,MF4258,,17:05,22:30,89%,1,1,1,1,1,1,1
507,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T2,南方航空,CZ6246,空中客车A320（中型）,18:40,22:20,97%,1,0,1,0,1,0,0
508,大连,大连市,辽宁省,大连周水子国际机场,广州,广州市,广东省,广州白云国际机场T2,南方航空,CZ6438,空中客车A320（中型）,18:40,22:20,98%,0,1,0,0,0,1,0
